Eruption Number,Volcano Name,Eruption Category,VEI,Start Year,Start Month,Start Day,End Year,End Month,End Day,Evidence Type,Evidence Method
20262,Augustine,Confirmed,4.0,1986,3.0,27.0,1986.0,8.0,31.0,Observations,Reported
19363,Bezymianny,Confirmed,2.0,1986,3.0,26.0,1986.0,6.0,29.0,Observations,Reported
16457,Lokon-Empung,Confirmed,2.0,1986,3.0,22.0,1987.0,5.0,13.0,Observations,Reported
20090,Shishaldin,Confirmed,2.0,1986,3.0,19.0,1987.0,2.0,15.0,Observations,Reported
20030,Akutan,Confirmed,2.0,1986,3.0,18.0,1986.0,6.0,30.0,Observations,Reported
10621,Tacana,Confirmed,1.0,1986,2.0,16.0,1986.0,6.0,16.0,Observations,Reported
14654,Ruapehu,Confirmed,1.0,1986,2.0,8.0,1986.0,2.0,9.0,Observations,Reported
14490,Whakaari/White Island,Confirmed,3.0,1986,2.0,1.0,1994.0,7.0,28.0,Observations,Reported
11898,Tupungatito,Confirmed,1.0,1986,1.0,20.0,1986.0,1.0,20.0,Observations,Reported
17600,Fukutoku-Oka-no-Ba,Confirmed,2.0,1986,1.0,18.0,1986.0,3.0,28.0,Observations,Reported
19809,Cleveland,Uncertain,1.0,1985,12.0,10.0,,,,Uncertain,Unspecified
15171,Kavachi,Confirmed,1.0,1985,12.0,9.0,1986.0,2.0,28.0,Observations,Reported
18364,Nishinoshima,Uncertain,0.0,1985,12.0,2.0,1985.0,12.0,2.0,Uncertain,Unspecified
11070,Concepcion,Confirmed,1.0,1985,12.0,2.0,1986.0,4.0,20.0,Observations,Reported
15058,Ulawun,Confirmed,3.0,1985,11.0,17.0,1985.0,11.0,22.0,Observations,Reported
10863,San Miguel,Confirmed,1.0,1985,11.0,16.0,1986.0,2.0,16.0,Observations,Reported
14653,Ruapehu,Confirmed,1.0,1985,11.0,15.0,1985.0,11.0,15.0,Observations,Reported
15684,Tangkuban Parahu,Uncertain,1.0,1985,11.0,15.0,1985.0,11.0,15.0,Uncertain,Unspecified
16737,Kanlaon,Confirmed,1.0,1985,10.0,5.0,1985.0,12.0,7.0,Observations,Reported
16939,Suwanosejima,Confirmed,2.0,1985,9.0,16.0,1987.0,6.0,16.0,Observations,Reported
11101,Rincon de la Vieja,Confirmed,1.0,1985,9.0,16.0,1986.0,4.0,16.0,Observations,Reported
11290,"Ruiz, Nevado del",Confirmed,3.0,1985,9.0,11.0,1991.0,7.0,13.0,Observations,Reported
18476,Supply Reef,Uncertain,0.0,1985,9.0,2.0,,,,Uncertain,Unspecified
16147,Raung,Confirmed,2.0,1985,8.0,23.0,1986.0,2.0,28.0,Observations,Reported
19466,Klyuchevskoy,Confirmed,3.0,1985,8.0,16.0,1986.0,1.0,21.0,Observations,Reported
16251,Sangeang Api,Confirmed,3.0,1985,7.0,30.0,1988.0,2.0,16.0,Observations,Reported
10470,Colima,Confirmed,1.0,1985,7.0,2.0,1986.0,1.0,5.0,Observations,Reported
11774,"Misti, El",Confirmed,1.0,1985,7.0,2.0,,,,Observations,Reported
18659,Tokachidake,Confirmed,1.0,1985,6.0,19.0,1985.0,6.0,22.0,Observations,Reported
14372,"Fournaise, Piton de la",Confirmed,1.0,1985,6.0,14.0,1986.0,4.0,5.0,Observations,Reported
19362,Bezymianny,Confirmed,3.0,1985,6.0,12.0,1985.0,12.0,14.0,Observations,Reported
19582,Sheveluch,Confirmed,2.0,1985,5.0,26.0,1985.0,10.0,25.0,Observations,Reported
14652,Ruapehu,Confirmed,1.0,1985,5.0,21.0,1985.0,6.0,9.0,Observations,Reported
16430,Soputan,Confirmed,2.0,1985,5.0,19.0,1985.0,5.0,20.0,Observations,Reported
11492,Guagua Pichincha,Confirmed,1.0,1985,5.0,16.0,1985.0,6.0,16.0,Observations,Reported
14798,Niuafo'ou,Confirmed,0.0,1985,3.0,21.0,1985.0,3.0,22.0,Observations,Reported
16736,Kanlaon,Confirmed,1.0,1985,3.0,13.0,1985.0,3.0,14.0,Observations,Reported
16272,Paluweh,Confirmed,1.0,1985,2.0,3.0,1985.0,2.0,3.0,Observations,Reported
14405,Heard,Confirmed,2.0,1985,1.0,14.0,1987.0,1.0,16.0,Observations,Reported
10302,Teahitia,Confirmed,0.0,1985,1.0,10.0,1985.0,1.0,25.0,Observations,Hydrophonic
12972,Jan Mayen,Confirmed,0.0,1985,1.0,6.0,1985.0,1.0,9.0,Observations,Reported
15057,Ulawun,Confirmed,1.0,1984,12.0,30.0,1985.0,1.0,27.0,Observations,Reported
18375,Kaitoku Seamount,Uncertain,0.0,1984,12.0,23.0,1984.0,12.0,23.0,Uncertain,Unspecified
11289,"Ruiz, Nevado del",Confirmed,1.0,1984,12.0,22.0,1985.0,3.0,19.0,Observations,Reported
11069,Concepcion,Confirmed,2.0,1984,12.0,16.0,1985.0,1.0,2.0,Observations,Reported
11863,Lascar,Confirmed,0.0,1984,12.0,16.0,1985.0,7.0,16.0,Observations,Reported
20168,Veniaminof,Confirmed,2.0,1984,11.0,29.0,1984.0,12.0,6.0,Observations,Reported
15474,Marapi,Confirmed,1.0,1984,11.0,15.0,1984.0,11.0,15.0,Observations,Reported
20730,Kama'ehuakanaloa,Uncertain,0.0,1984,11.0,11.0,1985.0,1.0,21.0,Uncertain,Unspecified
14651,Ruapehu,Confirmed,1.0,1984,10.0,25.0,1984.0,12.0,16.0,Observations,Reported
16938,Suwanosejima,Confirmed,2.0,1984,10.0,16.0,1984.0,10.0,16.0,Observations,Reported
16806,Mayon,Confirmed,3.0,1984,9.0,9.0,1984.0,10.0,6.0,Observations,Reported
12953,Krafla,Confirmed,0.0,1984,9.0,4.0,1984.0,9.0,18.0,Observations,Reported
15056,Ulawun,Confirmed,1.0,1984,8.0,23.0,1984.0,9.0,11.0,Observations,Reported
12839,Grimsvotn,Uncertain,0.0,1984,8.0,20.0,,,,Uncertain,Unspecified
12169,Villarrica,Confirmed,2.0,1984,8.0,11.0,1985.0,11.0,18.0,Observations,Reported
19025,Gorely,Confirmed,2.0,1984,8.0,4.0,1986.0,9.0,21.0,Observations,Reported
19808,Cleveland,Confirmed,1.0,1984,7.0,12.0,1984.0,7.0,12.0,Observations,Reported
15285,Ambrym,Confirmed,2.0,1984,7.0,2.0,1986.0,3.0,8.0,Observations,Reported
16456,Lokon-Empung,Uncertain,1.0,1984,6.0,5.0,1984.0,11.0,16.0,Uncertain,Unspecified
15202,Tinakula,Confirmed,2.0,1984,6.0,3.0,1985.0,6.0,13.0,Observations,Reported
16429,Soputan,Confirmed,3.0,1984,5.0,24.0,1984.0,8.0,31.0,Observations,Reported
16059,Tengger Caldera,Confirmed,1.0,1984,5.0,12.0,1984.0,5.0,31.0,Observations,Reported
16271,Paluweh,Confirmed,2.0,1984,5.0,9.0,1984.0,5.0,21.0,Observations,Reported
18700,Akan,Confirmed,1.0,1984,5.0,1.0,1984.0,5.0,1.0,Observations,Reported
12066,Llaima,Confirmed,2.0,1984,4.0,20.0,1984.0,11.0,26.0,Observations,Reported
17343,Asosan,Confirmed,1.0,1984,4.0,13.0,1985.0,6.0,24.0,Observations,Reported
14650,Ruapehu,Confirmed,1.0,1984,4.0,2.0,,,,Observations,Reported
11100,Rincon de la Vieja,Confirmed,2.0,1984,3.0,31.0,1984.0,4.0,16.0,Observations,Reported
11672,Fernandina,Confirmed,1.0,1984,3.0,30.0,,,,Observations,Reported
10226,Mauna Loa,Confirmed,0.0,1984,3.0,25.0,1984.0,4.0,15.0,Observations,Reported
19581,Sheveluch,Confirmed,2.0,1984,3.0,17.0,1984.0,9.0,6.0,Observations,Reported
19465,Klyuchevskoy,Confirmed,3.0,1984,3.0,10.0,1985.0,1.0,28.0,Observations,Reported
18374,Kaitoku Seamount,Confirmed,0.0,1984,3.0,8.0,1984.0,3.0,26.0,Observations,Reported
14770,Home Reef,Confirmed,3.0,1984,3.0,1.0,1984.0,3.0,5.0,Observations,Reported
14071,Nyamulagira,Confirmed,2.0,1984,2.0,23.0,1984.0,3.0,14.0,Observations,Reported
19361,Bezymianny,Confirmed,3.0,1984,2.0,5.0,1984.0,12.0,16.0,Observations,Reported
15722,Galunggung,Confirmed,1.0,1984,1.0,9.0,1984.0,1.0,31.0,Observations,Reported
14489,Whakaari/White Island,Confirmed,2.0,1983,12.0,26.0,1984.0,2.0,12.0,Observations,Reported
16058,Tengger Caldera,Confirmed,1.0,1983,12.0,21.0,1983.0,12.0,21.0,Observations,Reported
10301,Teahitia,Confirmed,0.0,1983,12.0,18.0,1984.0,7.0,14.0,Observations,Hydrophonic
14371,"Fournaise, Piton de la",Confirmed,2.0,1983,12.0,4.0,1984.0,2.0,18.0,Observations,Reported
20148,Pavlof,Confirmed,3.0,1983,11.0,11.0,1983.0,12.0,18.0,Observations,Reported
15055,Ulawun,Confirmed,1.0,1983,11.0,6.0,1984.0,3.0,13.0,Observations,Reported
10321,Macdonald,Confirmed,0.0,1983,10.0,27.0,1984.0,1.0,3.0,Observations,Hydrophonic
12168,Villarrica,Confirmed,1.0,1983,10.0,14.0,1983.0,10.0,16.0,Observations,Reported
18272,Miyakejima,Confirmed,3.0,1983,10.0,3.0,1983.0,10.0,4.0,Observations,Reported
15683,Tangkuban Parahu,Confirmed,1.0,1983,9.0,14.0,,,,Observations,Reported
16348,Iliwerung,Confirmed,1.0,1983,8.0,17.0,1983.0,8.0,18.0,Observations,Reported
16668,Gamalama,Confirmed,3.0,1983,8.0,9.0,1983.0,8.0,12.0,Observations,Reported
17844,Kusatsu-Shiranesan,Confirmed,1.0,1983,7.0,26.0,1983.0,12.0,21.0,Observations,Reported
16423,Colo,Confirmed,4.0,1983,7.0,18.0,1983.0,12.0,16.0,Observations,Reported
17342,Asosan,Confirmed,1.0,1983,7.0,16.0,1983.0,10.0,16.0,Observations,Reported
18383,Kita-Ioto,Uncertain,0.0,1983,7.0,16.0,1983.0,7.0,16.0,Uncertain,Unspecified
10300,Teahitia,Confirmed,0.0,1983,7.0,12.0,1983.0,7.0,26.0,Observations,Hydrophonic
20147,Pavlof,Confirmed,2.0,1983,7.0,11.0,1983.0,7.0,18.0,Observations,Reported
19849,Okmok,Confirmed,2.0,1983,7.0,8.0,1983.0,7.0,8.0,Observations,Reported
18363,Nishinoshima,Uncertain,0.0,1983,7.0,2.0,1984.0,7.0,2.0,Uncertain,Unspecified
15472,Marapi,Confirmed,1.0,1983,7.0,2.0,,,,Observations,Reported
15284,Ambrym,Confirmed,2.0,1983,7.0,2.0,,,,Observations,Reported
16767,Bulusan,Confirmed,2.0,1983,6.0,25.0,1983.0,6.0,29.0,Observations,Reported
20167,Veniaminof,Confirmed,3.0,1983,6.0,2.0,1984.0,4.0,17.0,Observations,Reported
12838,Grimsvotn,Confirmed,2.0,1983,5.0,28.0,1983.0,6.0,2.0,Observations,Reported
16533,Karangetang,Confirmed,3.0,1983,5.0,16.0,1988.0,12.0,31.0,Observations,Reported
18328,Myojinsho,Uncertain,0.0,1983,5.0,12.0,,,,Uncertain,Unspecified
16323,Iliboleng,Confirmed,2.0,1983,5.0,11.0,1984.0,4.0,13.0,Observations,Reported
16057,Tengger Caldera,Uncertain,1.0,1983,4.0,15.0,1983.0,6.0,28.0,Uncertain,Unspecified
17547,Niigata-Yakeyama,Confirmed,1.0,1983,4.0,14.0,1983.0,4.0,15.0,Observations,Reported
17807,Asamayama,Confirmed,2.0,1983,4.0,8.0,1983.0,4.0,8.0,Observations,Reported
11068,Concepcion,Confirmed,2.0,1983,3.0,16.0,1983.0,3.0,25.0,Observations,Reported
10320,Macdonald,Confirmed,0.0,1983,3.0,14.0,1983.0,5.0,21.0,Observations,Hydrophonic
10461,Colima,Uncertain,1.0,1983,2.0,11.0,1983.0,2.0,15.0,Uncertain,Unspecified
11099,Rincon de la Vieja,Confirmed,1.0,1983,2.0,6.0,1983.0,2.0,21.0,Observations,Reported
10119,Kilauea,Confirmed,3.0,1983,1.0,3.0,2018.0,9.0,5.0,Observations,Reported
14023,"Lengai, Ol Doinyo",Confirmed,2.0,1983,1.0,1.0,1993.0,9.0,24.0,Observations,Reported
15471,Marapi,Confirmed,1.0,1982,12.0,16.0,1982.0,12.0,16.0,Observations,Reported
18441,Fukujin,Uncertain,0.0,1982,12.0,15.0,,,,Uncertain,Unspecified
18417,Ioto,Confirmed,1.0,1982,11.0,28.0,1982.0,12.0,16.0,Observations,Reported
18785,Chirpoi,Confirmed,2.0,1982,11.0,22.0,,,,Observations,Reported
16322,Iliboleng,Confirmed,2.0,1982,11.0,17.0,1982.0,11.0,17.0,Observations,Reported
17843,Kusatsu-Shiranesan,Confirmed,1.0,1982,10.0,26.0,1982.0,12.0,29.0,Observations,Reported
15315,Lopevi,Confirmed,2.0,1982,10.0,24.0,1982.0,10.0,25.0,Observations,Reported
14132,Cameroon,Confirmed,2.0,1982,10.0,16.0,1982.0,11.0,12.0,Observations,Reported
19464,Klyuchevskoy,Confirmed,2.0,1982,10.0,7.0,1983.0,6.0,27.0,Observations,Reported
20029,Akutan,Confirmed,2.0,1982,10.0,5.0,1983.0,5.0,16.0,Observations,Reported
17806,Asamayama,Confirmed,1.0,1982,10.0,2.0,1982.0,10.0,2.0,Observations,Reported
10118,Kilauea,Confirmed,0.0,1982,9.0,25.0,1982.0,9.0,26.0,Observations,Reported
11690,Wolf,Confirmed,1.0,1982,8.0,28.0,1982.0,9.0,6.0,Observations,Reported
16428,Soputan,Confirmed,3.0,1982,8.0,26.0,1982.0,11.0,10.0,Observations,Reported
18327,Myojinsho,Uncertain,0.0,1982,8.0,10.0,,,,Uncertain,Unspecified
16146,Raung,Confirmed,3.0,1982,7.0,18.0,1982.0,7.0,20.0,Observations,Reported
20146,Pavlof,Uncertain,1.0,1982,7.0,15.0,,,,Uncertain,Unspecified
20718,Cleft Segment,Confirmed,0.0,1982,7.0,2.0,,,,Observations,Reported
16532,Karangetang,Confirmed,1.0,1982,7.0,2.0,,,,Observations,Reported
14104,Nyiragongo,Confirmed,1.0,1982,6.0,21.0,1982.0,10.0,17.0,Observations,Reported
18382,Kita-Ioto,Uncertain,0.0,1982,6.0,16.0,1982.0,6.0,16.0,Uncertain,Unspecified
14709,Monowai,Confirmed,0.0,1982,5.0,16.0,1982.0,5.0,16.0,Observations,Hydrophonic
10117,Kilauea,Confirmed,0.0,1982,4.0,30.0,1982.0,5.0,1.0,Observations,Reported
17805,Asamayama,Confirmed,2.0,1982,4.0,26.0,1982.0,4.0,26.0,Observations,Reported
15230,Gaua,Confirmed,2.0,1982,4.0,18.0,1982.0,4.0,18.0,Observations,Reported
18362,Nishinoshima,Uncertain,0.0,1982,4.0,16.0,1982.0,4.0,16.0,Uncertain,Unspecified
15170,Kavachi,Confirmed,2.0,1982,4.0,7.0,1982.0,6.0,2.0,Observations,Reported
18544,Esmeralda Bank,Uncertain,0.0,1982,4.0,6.0,,,,Uncertain,Unspecified
15721,Galunggung,Confirmed,4.0,1982,4.0,5.0,1983.0,1.0,8.0,Observations,Reported
18889,Alaid,Confirmed,2.0,1982,3.0,29.0,1982.0,3.0,29.0,Observations,Reported
10610,"Chichon, El",Confirmed,5.0,1982,3.0,28.0,1982.0,9.0,11.0,Observations,Reported
19463,Klyuchevskoy,Confirmed,1.0,1982,3.0,24.0,1982.0,5.0,2.0,Observations,Reported
10299,Teahitia,Confirmed,0.0,1982,3.0,16.0,1982.0,5.0,19.0,Observations,Hydrophonic
15470,Marapi,Confirmed,1.0,1982,3.0,10.0,1982.0,5.0,16.0,Observations,Reported
18416,Ioto,Confirmed,1.0,1982,3.0,9.0,1982.0,3.0,10.0,Observations,Reported
10319,Macdonald,Confirmed,0.0,1982,3.0,1.0,1982.0,6.0,6.0,Observations,Hydrophonic
18744,Chachadake [Tiatia],Uncertain,1.0,1982,2.0,10.0,1982.0,2.0,14.0,Uncertain,Unspecified
19686,Gareloi,Confirmed,3.0,1982,1.0,15.0,1982.0,1.0,15.0,Observations,Reported
11067,Concepcion,Confirmed,2.0,1982,1.0,15.0,1982.0,2.0,14.0,Observations,Reported
18440,Fukujin,Uncertain,0.0,1982,1.0,12.0,1982.0,3.0,16.0,Uncertain,Unspecified
14070,Nyamulagira,Confirmed,3.0,1981,12.0,25.0,1982.0,1.0,14.0,Observations,Reported
18888,Alaid,Confirmed,2.0,1981,11.0,25.0,,,,Observations,Reported
10931,Telica,Confirmed,2.0,1981,11.0,25.0,1982.0,3.0,2.0,Observations,Reported
12952,Krafla,Confirmed,0.0,1981,11.0,18.0,1981.0,11.0,23.0,Observations,Reported
14649,Ruapehu,Confirmed,1.0,1981,10.0,25.0,1982.0,4.0,12.0,Observations,Reported
20145,Pavlof,Confirmed,3.0,1981,9.0,25.0,1981.0,9.0,27.0,Observations,Reported
15169,Kavachi,Uncertain,0.0,1981,9.0,15.0,,,,Uncertain,Unspecified
11491,Guagua Pichincha,Confirmed,1.0,1981,8.0,31.0,1982.0,11.0,16.0,Observations,Reported
11671,Fernandina,Confirmed,0.0,1981,8.0,1.0,,,,Observations,Reported
15229,Gaua,Confirmed,1.0,1981,7.0,9.0,1981.0,7.0,9.0,Observations,Reported
15787,Dieng Volcanic Complex,Confirmed,1.0,1981,7.0,2.0,,,,Observations,Reported
17341,Asosan,Confirmed,1.0,1981,6.0,15.0,1981.0,6.0,15.0,Observations,Reported
19360,Bezymianny,Confirmed,3.0,1981,6.0,12.0,1983.0,5.0,22.0,Observations,Reported
18743,Chachadake [Tiatia],Confirmed,2.0,1981,6.0,10.0,1981.0,6.0,25.0,Observations,Reported
14526,Okataina,Confirmed,1.0,1981,5.0,16.0,1981.0,5.0,16.0,Observations,Reported
18515,Pagan,Confirmed,4.0,1981,5.0,15.0,1985.0,5.0,1.0,Observations,Reported
18887,Alaid,Confirmed,4.0,1981,4.0,27.0,1981.0,6.0,5.0,Observations,Reported
15615,Krakatau,Confirmed,1.0,1981,4.0,24.0,1981.0,10.0,20.0,Observations,Reported
16766,Bulusan,Confirmed,3.0,1981,4.0,9.0,1981.0,4.0,27.0,Observations,Reported
12752,Hekla,Confirmed,2.0,1981,4.0,9.0,1981.0,4.0,16.0,Observations,Reported
20144,Pavlof,Confirmed,1.0,1981,3.0,30.0,1981.0,5.0,28.0,Observations,Reported
19848,Okmok,Confirmed,3.0,1981,3.0,24.0,1981.0,3.0,24.0,Observations,Reported
11182,Poas,Confirmed,1.0,1981,3.0,16.0,1981.0,5.0,16.0,Observations,Reported
10307,Mehetia,Uncertain,0.0,1981,3.0,5.0,1981.0,12.0,16.0,Uncertain,Unspecified
16593,Gamkonora,Confirmed,1.0,1981,3.0,4.0,1981.0,7.0,25.0,Observations,Reported
18633,Shikotsu,Confirmed,1.0,1981,2.0,27.0,1981.0,2.0,27.0,Observations,Reported
15283,Ambrym,Confirmed,2.0,1981,2.0,20.0,1981.0,9.0,30.0,Observations,Reported
10930,Telica,Confirmed,1.0,1981,2.0,16.0,,,,Observations,Reported
14370,"Fournaise, Piton de la",Confirmed,2.0,1981,2.0,3.0,1981.0,5.0,5.0,Observations,Reported
12951,Krafla,Confirmed,0.0,1981,1.0,30.0,1981.0,2.0,4.0,Observations,Reported
19461,Klyuchevskoy,Confirmed,1.0,1981,1.0,25.0,1981.0,8.0,4.0,Observations,Reported
18439,Fukujin,Uncertain,0.0,1981,1.0,7.0,1981.0,1.0,8.0,Uncertain,Unspecified
11181,Poas,Confirmed,1.0,1980,12.0,26.0,1980.0,12.0,26.0,Observations,Reported
18326,Myojinsho,Uncertain,0.0,1980,11.0,15.0,1980.0,12.0,23.0,Uncertain,Unspecified
10318,Macdonald,Confirmed,0.0,1980,11.0,10.0,1981.0,2.0,15.0,Observations,Hydrophonic
20143,Pavlof,Confirmed,3.0,1980,11.0,8.0,1980.0,11.0,13.0,Observations,Reported
16270,Paluweh,Confirmed,2.0,1980,11.0,5.0,1981.0,9.0,16.0,Observations,Reported
14648,Ruapehu,Confirmed,1.0,1980,10.0,18.0,1980.0,11.0,3.0,Observations,Reported
11997,Callaqui,Confirmed,1.0,1980,10.0,16.0,1980.0,10.0,16.0,Observations,Reported
15168,Kavachi,Confirmed,1.0,1980,10.0,7.0,1981.0,2.0,25.0,Observations,Reported
15054,Ulawun,Confirmed,3.0,1980,10.0,6.0,1980.0,10.0,7.0,Observations,Reported
16979,Kuchinoerabujima,Confirmed,2.0,1980,9.0,28.0,1980.0,9.0,28.0,Observations,Reported
17340,Asosan,Confirmed,1.0,1980,9.0,24.0,1980.0,9.0,24.0,Observations,Reported
14413,Marion Island,Confirmed,1.0,1980,9.0,16.0,,,,Observations,Reported
11180,Poas,Confirmed,1.0,1980,9.0,12.0,1980.0,9.0,12.0,Observations,Reported
16667,Gamalama,Confirmed,2.0,1980,9.0,4.0,1980.0,9.0,23.0,Observations,Reported
19580,Sheveluch,Confirmed,1.0,1980,8.0,23.0,1981.0,12.0,1.0,Observations,Reported
19356,Bezymianny,Confirmed,2.0,1980,8.0,21.0,1980.0,8.0,27.0,Observations,Reported
15350,Kuwae,Uncertain,0.0,1980,8.0,20.0,,,,Uncertain,Unspecified
12751,Hekla,Confirmed,3.0,1980,8.0,17.0,1980.0,8.0,20.0,Observations,Reported
16735,Kanlaon,Confirmed,2.0,1980,8.0,8.0,,,,Observations,Reported
19685,Gareloi,Confirmed,3.0,1980,8.0,7.0,1980.0,9.0,17.0,Observations,Reported
18361,Nishinoshima,Uncertain,0.0,1980,7.0,7.0,1981.0,7.0,2.0,Uncertain,Unspecified
20142,Pavlof,Confirmed,1.0,1980,7.0,6.0,,,,Observations,Reported
20028,Akutan,Confirmed,2.0,1980,7.0,3.0,1980.0,7.0,8.0,Observations,Reported
15228,Gaua,Confirmed,1.0,1980,7.0,2.0,,,,Observations,Reported
12167,Villarrica,Confirmed,2.0,1980,6.0,20.0,1980.0,9.0,24.0,Observations,Reported
19024,Gorely,Confirmed,3.0,1980,6.0,15.0,1981.0,7.0,3.0,Observations,Reported
16056,Tengger Caldera,Confirmed,2.0,1980,6.0,5.0,1980.0,9.0,20.0,Observations,Reported
18832,Ekarma,Confirmed,1.0,1980,5.0,24.0,,,,Observations,Reported
15282,Ambrym,Confirmed,3.0,1980,5.0,16.0,1980.0,8.0,18.0,Observations,Reported
19988,Makushin,Confirmed,1.0,1980,5.0,1.0,,,,Observations,Reported
19355,Bezymianny,Confirmed,3.0,1980,4.0,18.0,1980.0,4.0,19.0,Observations,Reported
15314,Lopevi,Confirmed,3.0,1980,4.0,15.0,1980.0,8.0,20.0,Observations,Reported
15469,Marapi,Confirmed,1.0,1980,3.0,29.0,,,,Observations,Reported
20557,St. Helens,Confirmed,5.0,1980,3.0,27.0,1986.0,10.0,28.0,Observations,Reported
16531,Karangetang,Confirmed,1.0,1980,3.0,24.0,1980.0,9.0,13.0,Observations,Reported
12950,Krafla,Confirmed,0.0,1980,3.0,16.0,1980.0,10.0,23.0,Observations,Reported
15614,Krakatau,Confirmed,2.0,1980,3.0,15.0,1980.0,12.0,16.0,Observations,Reported
18415,Ioto,Confirmed,1.0,1980,3.0,13.0,1980.0,3.0,13.0,Observations,Reported
10116,Kilauea,Confirmed,0.0,1980,3.0,11.0,1980.0,3.0,11.0,Observations,Reported
10317,Macdonald,Confirmed,0.0,1980,2.0,12.0,1980.0,2.0,13.0,Observations,Hydrophonic
14069,Nyamulagira,Confirmed,3.0,1980,1.0,30.0,1980.0,2.0,24.0,Observations,Reported
14708,Monowai,Confirmed,0.0,1980,1.0,16.0,1980.0,1.0,16.0,Observations,Hydrophonic
14647,Ruapehu,Confirmed,1.0,1980,1.0,15.0,1980.0,3.0,27.0,Observations,Reported
20561,Tupungatito,Confirmed,2.0,1980,1.0,10.0,1980.0,1.0,11.0,Observations,Reported
14949,Karkar,Uncertain,1.0,1980,1.0,7.0,1980.0,1.0,17.0,Uncertain,Unspecified
16765,Bulusan,Confirmed,3.0,1979,12.0,27.0,1980.0,9.0,28.0,Observations,Reported
10115,Kilauea,Confirmed,0.0,1979,11.0,16.0,1979.0,11.0,17.0,Observations,Reported
18470,Ahyi,Uncertain,0.0,1979,11.0,15.0,,,,Uncertain,Unspecified
11712,"Negra, Sierra",Confirmed,3.0,1979,11.0,13.0,1980.0,1.0,14.0,Observations,Reported
17457,Ontakesan,Confirmed,2.0,1979,10.0,28.0,1980.0,4.0,25.0,Observations,Reported
12065,Llaima,Confirmed,2.0,1979,10.0,15.0,1979.0,11.0,28.0,Observations,Reported
10316,Macdonald,Confirmed,0.0,1979,9.0,30.0,1979.0,9.0,30.0,Observations,Hydrophonic
19354,Bezymianny,Confirmed,2.0,1979,9.0,18.0,,,,Observations,Reported
15349,Kuwae,Uncertain,0.0,1979,9.0,16.0,,,,Uncertain,Unspecified
11179,Poas,Confirmed,1.0,1979,9.0,8.0,1980.0,1.0,16.0,Observations,Reported
15613,Krakatau,Confirmed,2.0,1979,7.0,15.0,1979.0,11.0,16.0,Observations,Reported
18325,Myojinsho,Uncertain,0.0,1979,7.0,13.0,,,,Uncertain,Unspecified
18430,Nikko,Uncertain,0.0,1979,7.0,12.0,,,,Uncertain,Unspecified
13805,Etna,Confirmed,2.0,1979,7.0,3.0,1993.0,3.0,30.0,Observations,Reported
15095,Epi,Confirmed,0.0,1979,7.0,2.0,,,,Observations,Reported
15313,Lopevi,Confirmed,2.0,1979,7.0,2.0,1979.0,9.0,12.0,Observations,Reported
15392,Peuet Sague,Confirmed,2.0,1979,7.0,2.0,,,,Observations,Reported
14646,Ruapehu,Confirmed,1.0,1979,6.0,30.0,1979.0,7.0,15.0,Observations,Reported
15281,Ambrym,Confirmed,2.0,1979,6.0,6.0,1979.0,9.0,16.0,Observations,Reported
17339,Asosan,Confirmed,2.0,1979,6.0,5.0,1980.0,3.0,8.0,Observations,Reported
16530,Karangetang,Confirmed,1.0,1979,5.0,31.0,1979.0,5.0,31.0,Observations,Reported
14369,"Fournaise, Piton de la",Confirmed,1.0,1979,5.0,28.0,1979.0,7.0,14.0,Observations,Reported
14776,Curacoa,Confirmed,1.0,1979,5.0,14.0,,,,Observations,Reported
14765,Lateiki,Confirmed,2.0,1979,5.0,10.0,1979.0,7.0,21.0,Observations,Reported
18438,Fukujin,Uncertain,0.0,1979,4.0,26.0,1980.0,5.0,12.0,Uncertain,Unspecified
18828,Chirinkotan,Confirmed,2.0,1979,4.0,16.0,1980.0,10.0,10.0,Observations,Reported
12189,Carran-Los Venados,Confirmed,2.0,1979,4.0,14.0,1979.0,5.0,20.0,Observations,Reported
12455,Soufriere St. Vincent,Confirmed,3.0,1979,4.0,13.0,1979.0,10.0,26.0,Observations,Reported
12322,Lautaro,Confirmed,2.0,1979,3.0,8.0,,,,Observations,Reported
15786,Dieng Volcanic Complex,Confirmed,1.0,1979,2.0,20.0,1979.0,2.0,20.0,Observations,Reported
17161,Kirishimayama,Confirmed,1.0,1979,2.0,16.0,,,,Observations,Reported
14707,Monowai,Confirmed,1.0,1979,2.0,16.0,1979.0,4.0,19.0,Observations,Hydrophonic
20088,Shishaldin,Confirmed,2.0,1979,2.0,16.0,,,,Observations,Reported
19353,Bezymianny,Confirmed,3.0,1979,2.0,11.0,,,,Observations,Reported
20045,Westdahl,Uncertain,3.0,1979,2.0,8.0,1979.0,2.0,9.0,Uncertain,Unspecified
11728,"Azul, Cerro",Confirmed,2.0,1979,1.0,29.0,1979.0,3.0,4.0,Observations,Reported
15280,Ambrym,Confirmed,2.0,1979,1.0,26.0,1979.0,2.0,18.0,Observations,Reported
14948,Karkar,Confirmed,2.0,1979,1.0,12.0,1979.0,8.0,9.0,Observations,Reported
18632,Shikotsu,Confirmed,1.0,1978,12.0,12.0,1979.0,5.0,11.0,Observations,Reported
18414,Ioto,Confirmed,1.0,1978,12.0,11.0,1978.0,12.0,11.0,Observations,Reported
